AGID,SoftVend,SoftReg,SPID,TMID,TMRef,OK,Name,Contact,TID,Title,Address,Suburb,State,Pcode,Phone,Mobile,Fax,Email,ABNEntity,ABN,GST,TType,SM2TM,TMComment,LastUPD,Memos
996,PROPERTYIQ,Simply Strata ,60795.0,100000700,8200875,Z,MITCHSCAPES,Mitchscapes,N,LANDSCAPES & FENCING,58 Lantana Road  ,Engadine,NSW,2233,422967410,,,,,35459669398,R,,,,16/02/2024,Description|Status|Comments|Public Liability / Product Liability|2024-09-01|$20M|
996,PROPERTYIQ,Simply Strata ,120972.0,100000701,8200878,Y,JCV CLEANING SERVICES,J.C.V Cleaning Services,N,Cleaning,2/120 Highstreet  ,WILLOUGHBY,,,412241952,,,,,22605630282,R,,Cleaning Contractor (not shopping centres or supermarkets),,29/04/2024,Description|Status|Comments|Public Liability / Product Liability|2025-01-20|$10M|
996,PROPERTYIQ,Simply Strata ,0.0,100000704,8200882,X,POWER DIRECT,Power Direct,N,Electrical,  ,,,,,,,,,28067609803,R,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,85916.0,100000705,,Y,EPSILONSECURITY,Epsilonsecurity,N,Intercoms,36 Ricketty St  ,MASCOT,NSW,2020,9638 5011,,,servicensw@epsilonsecurity.com.au,,49145181513,R,," 8/9/17 - SWMS held, filed externally",,17/07/2024,Description|Status|Comments|Tele/Alarm/Security Installation Services|2024-08-31||Public Liability|2024-08-20|$20M|Security Service - Master Licence|2025-03-26||
996,PROPERTYIQ,Simply Strata ,127521.0,100000708,8200887,Z,HIGHLANDS PEST & PROPERTY SERV,Highlands Pes & Property Servi,N,PEST CONTROL,PO BOX 652  ,MITTAGONG,NSW,2575,02 48785308,,,,,67199351980,R,,22/08/18 NEW-RECORD :,,5/04/2019,Description|Status|Comments|Public Liability & Professional Indemnity - Pest|2019-03-01|$20M|
996,PROPERTYIQ,Simply Strata ,0.0,100000710,8200889,Z,MACARTHUR COATINGS,Ryan,N,Painting,4 Sutton Crs  ,WILTON,NSW,2571,0404 087 180,,,macarthurcoatings@yahoo.com.au,,61710337521,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,57111.0,100000712,,Z,SCOTT REID PLUMBING,Scott Reid Plumbing (and Bill his son),N,Plumbing,56 Hume Street  ,GOULBURN ,NSW,,416162590,,,scottreidplumbing@bigpond.com,,35133677031,R,,"25/2/19 exp wc, emailed",,13/09/2019,"Description|Status|Comments|Licence - Individual - Plumber And Roof Plumber, LP Gasfitter, Gasfitter, Drainer (GAS PRESSURE BELOW 21 KPA)|2020-11-03||Workers Compensation|2018-03-31||Public Liability|2019-06-28|$20M|"
996,PROPERTYIQ,Simply Strata ,0.0,100000715,,X,SP34154,Sp34154,N,,  ,,,,,,,,,,U,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,22315.0,100000720,8200903,N,STEPHEN BROADBENT BUILDING P/L,Stephen Broadbent Building P/L,N,Builder,P O Box 281  ,Mittagong,NSW,2575,0418 521 960,0418 521 960,,sobroadbent@bigpond.com,,20007410086,R,,,,29/04/2024,Description|Status|Comments|Consulting Engineering Service|2024-04-30||Public Liability - Domestic builder|2024-05-06|$10M|Licence - Company - Builder|2025-03-07||Licence - Supervisor - Builder|2025-03-27||
996,PROPERTYIQ,Simply Strata ,135827.0,100000721,8200905,Z,LINK PROPERTY SOLUTIONS,Link Property Solutions,N,Cleaning,  ,,,,411388827,,,anthony@linkpropertysolutions.com.au,,65603198590,R,,29/12/2022 PL folllow up; 4/1/22 PL called checked email sent two req emails,,29/04/2024,Description|Status|Comments|Workers Compensation|2022-12-31||Public Liability|2022-01-05|$10M|
996,PROPERTYIQ,Simply Strata ,0.0,100000722,8200906,X,HIGHLANDS FIRE AND SAFETY PTY LTD,Highlands Fire And Safety,N,Fire And Inspection,P O Box 319  ,BOWRAL,NSW,2576,4855 2019,0401 846 171,0478 021 747 Glen,office@highlandsfiresafety.com.au,,38627238411,R,,27/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,0.0,100000724,8200912,X,KENT REMOVALS & STORAGE,Kent Removals & Storage,N,Storage,PO Box 644  ,Villawood,NSW,2163,87171000,,87171050,dyfney@kentremovalstorage.com.au,,54712591719,R,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,126540.0,100000725,8200913,Z,BEE JAY'S WAY,Bee Jay's Way,N,Gardening,PO BOX 1061 MITTAGONG  2575 MITTAGONG  2575,NSW,,,0427 314 863,0427 314 863,,beejaybrian@hotmail.com,,34102428284,U,,02/08/21 Expired PL :,,29/04/2024,Description|Status|Comments|Public Liability|2021-07-31|$5M|
996,PROPERTYIQ,Simply Strata ,31336.0,100000727,8200916,Z,ANTENNAS R US,Antennas R Us,N,Tv & Antenna Service,  ,,,,0427 021 377,0427 021 377,,antennas1@bigpond.com,,,R,,22/08/18 NEW-RECORD :,,17/12/2020,
996,PROPERTYIQ,Simply Strata ,186880.0,100000728,8200918,Z,IAN JONES,Ian Jones,N,Electrical,27 Oakland Street  ,MITTAGONG,NSW,2575,0418 660 866,,,scypha@tpg.com.au,,,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,1950.0,100000732,,N,FRIENDLY FREDS TREE SERVICES,Friendly Freds Tree Services,N,Tree Lopping,299 Cawdor Road  ,Camden.,,2570,4655 1133,,46556082,enquiries@friendlyfreds.com.au,,,R,, Business Registration Certificate Sighted,,29/04/2024,Description|Status|Comments|Workers Compensation|2024-06-30||Public Liability - Tree Contractor|2024-05-15|$20M|OHS Trades Monitor accredited|2014-08-08||
996,PROPERTYIQ,Simply Strata ,112843.0,100000733,8200923,Y,PROGRAMMED PROPERTY SERVICES,Adam Harding,N,Painting,10 Prince of Wales Avenue  ,Unanderra,NSW,2526,4239 5002,0412 422 722,,adam.harding@programmed.com.au,,66106015632,R,,D& B Company nominee licence could not be verified online. Licenced for NSW and QLD,,28/06/2024,"Description|Status|Comments|Workers Compensation|2027-06-30||Licence - Company - Builder|2029-06-25||Public Liability |2024-09-30|$20M|Licence - Supervisor - Builder|2026-07-27||Licence - Company QLD- Builder-Low Rise, Painting & Decorating|2026-03-08||Licence - Company Design and Building Practiotioner|2026-10-06||"
996,PROPERTYIQ,Simply Strata ,0.0,100000735,8200925,V,BUNDANOON ELECTRICS,Bundanoon Electrics,N,Electrical,1 Cornwall Rd  ,EXETER,NSW,2579,4883 4431,,,,,22671252718,U,,,,30/08/2018,Description|Status|Comments|Public Liability|Not Held/No Expiry Date|$5M|NSW:OFT : Licence - Individual - Electrician|Not Held/No Expiry Date||OHS initial Documents request|Not Held||NSW:OFT : Licence - Partnership -|Not Held/No Expiry Date||Licence - Company - |Not Held||
996,PROPERTYIQ,Simply Strata ,31336.0,100000736,8200927,Z,LOCAL HANDYMAN SERVICES,Local Handyman Services,N,Handyman,  ,,,,,,,,,,R,,30/08/18 Insufficient Information :,,,
996,PROPERTYIQ,Simply Strata ,119010.0,100000737,8200929,Y,AEROCYCLE,Aerocycle,N,Plumbing,PO Box 247  ,RIVERSTONE,NSW,2765,,419976010,,bwatson@aerocycle.com.au,,17131036765,R,,21/9/16 SWMS held- see in scanned section General Insurance,,16/07/2024,Description|Status|Comments|Public Liability / Product Liability|2025-03-18|$20m|Workers Compensation|2025-05-31||Licence - Company -  Not Held|2026-12-16||Licence - Individual - Drainer ; Plumber and Roof Plumber ;Gasfitter; LP Gasfitter|2028-02-02||
996,PROPERTYIQ,Simply Strata ,1845.0,100000739,8200931,N,STAIR TRAK,Stair Trak,N,Stair Treads,Unit 10 4 Barry Road  ,Chipping Norton.,,2170,9755 3833,,,stairtrak@bigpond.com.au,,,R,,"01/05/2023 - email address bounces. 20/4/23 PL req sent, called:",,29/04/2024,Description|Status|Comments|Workers Compensation - |2023-06-30||Public Liability - Stair Tread Layers|2023-03-07|$20M|
996,PROPERTYIQ,Simply Strata ,186880.0,100000740,8200932,Z,NEWGEN PLUMBING,Newgen Plumbing,N,Plumbing,178A Prince Edwars Street  ,MALABAR,NSW,2036,406338033,,,,,,R,,,,7/04/2022,
996,PROPERTYIQ,Simply Strata ,39341.0,100000741,8200933,A,WASTE WATER MAINTENANCE PTY LT,Waste Water Maintenance Pty Lt,N,Plumbing,PO Box 630  ,MITTAGONG,NSW,2575,0430 218 866,0430 218 866,4677 0372,deandalpra@yahoo.com.au,,97123372958,R,,,,7/02/2024,Description|Status|Comments|Public Liability / Product Liability|2025-01-02|$20M|Workers Compensation|2024-06-30||
996,PROPERTYIQ,Simply Strata ,25210.0,100000742,,Z,CAMDEN SIGNS,Camden Signs,N,Signs,18 Graham Hill Road  ,Narellan.,,2567,4646 1819,,46482382,info@camdensigns.com.au,,83927637065,R,,28.07.15 - Contractor emailing in Insurances next week once she recieves them from the Insurer.  02/07/2016 Docs Issued ,,2/06/2022,
996,PROPERTYIQ,Simply Strata ,0.0,100000748,8200940,X,SOUTH COAST LIQUID TREATEMENT,South Coast Liquid Treatement,N,Cleaning Products ,PO Box 6132  ,Sussex Inlet.,,2540,4421 0000,,44212513,roger@liquidtreatment.com.au,,71057671717,R,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,0.0,100000749,8200941,D,WOLLONDILLY HANDYMAN SERVICES,Wollondilly Handyman Services,N,Handyman,PO Box 32  ,Thirlmere.,,2571,0405 201 552,0405 201 552,,timemaker2@bigpond.com,,73144370314,R,,30/08/18 SP Requested Deletion: :,,,
996,PROPERTYIQ,Simply Strata ,27809.0,100000750,8200942,Y,MDI SERVICE CENTRES ( Wollongong),Mdi Service Centres,N,Automatic Gates / Doors,PO Box 54  ,Alexandria,NSW,1435,4256 4247,,4256 4870,accounts.receivable@mdi.com.au,,89003381440,R,,"Installation, Service, Importer, Exporter, Manufacturers and Retailers of Parking Access Control Equipment, Manufacturer and Installation of external blinds",,23/07/2024,Description|Status|Comments|Public Liability / Product Liability|2025-06-01|$20M|Workers Compensation|2025-06-30||Licence - Company - Electrician |2025-05-11||Licence - Contractor  - Electrician|2027-05-11||
996,PROPERTYIQ,Simply Strata ,61401.0,100000752,8200945,X,WELBY GARDEN CENTRE,Welby Garden Centre,N,Nursery,Cnr Old Hume Hwy & Bendooley Street & Bendooley Street,WELBY,NSW,2575,48721244,,,nursery@welbygardencentre.com.au,,99536233732,R,,,,,Description|Status|Comments|Workers Compensation|2014-06-03||Public Liability|2014-06-30|$20M|
996,PROPERTYIQ,Simply Strata ,8930.0,100000754,8200947,N,PAUL RICHARDS PLUMBING,Paul Richards Plumbing,N,Plumbing,18 Seine Place  ,Miranda,NSW,2228,0413 327 408,0413 327 408,,info@paulrichardsplumbing.com.au,,43948664874,R,,,,4/10/2023,Description|Status|Comments|Licence - Individual - LP Gasfitter: Gasfitter: Drainer: Plumber & Roof Plumber|||Workers Compensation|||Public Liability||$20m|Licence - Company - Drainer; Gasfitter ; LP Gasfitter; Plumber and Roof Plumber |||
996,PROPERTYIQ,Simply Strata ,0.0,100000755,8200948,Z,TENTWELVE BUILDING CO,TENTWELVE BUILDING CO,N,Building Consultant,33 Chester Street  ,Petersham,NSW,2049,403291344,,,duncan@tentwelve.com.au,,77167442944,R,,,,6/09/2021,
996,PROPERTYIQ,Simply Strata ,51789.0,100000756,8200949,Y,JDM ELECTRICAL SERVICES P/L,JDM Electrical Services P/L,N,Electrical,PO Box 462  ,Padstow.,,2211,0409 787 266,0409 787 266,9534 4179,jobs@jdmelectrical.com.au,,30131605886,R,,* Also Compliant for Fire Protection Servicing/Consultation : ,,18/07/2024,Description|Status|Comments|Public Liability & Professional Indemnity|2024-08-31|$10M & $5M|Licence - Individual - Electrician |2027-08-10||Workers Compensation|2025-06-30||Licence - Company - Electrician|2026-11-09||Public Liability & Professional Indemnity|2024-08-31|$20M&$5M|Fire Accreditation NSW|2024-07-31||
996,PROPERTYIQ,Simply Strata ,0.0,100000757,8200950,X,INSURANCE ADVISERNET,Insurance Advisernet,N,Insurance Company,  ,,,,,,,,,,R,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,22812.0,100000760,8200956,N,JPT PROPERTY SERVICES,Jpt Property Services,N,Gardener,4 Wongala Ave  ,ELANORA HEIGHTS,NSW,2101,,0414 386 990,,accountsreceivable@jptpropertyservices.com.au,,48607720749,R,,06/11/23 Expired PL : Lawnmowing/ Gardening (excludng Tree Felling/ lopping more than 3M)19/10/17 WC exp 30/09/17.Sent email req WC.,,4/12/2023,"Description|Status|Comments|Workers Compensation|2023-09-30||Public Liability|2023-11-02|$10,000,000|OHS Trades Monitor accredited|2022-12-31||"
996,PROPERTYIQ,Simply Strata ,665.0,100000761,8200957,N,TOP MOP (ALLCARE),Allcare Cleaning,N,Cleaner,PO Box 221 Bondi Road Bondi Road,BONDI,NSW,2026,9389 1767,,,topmop@bigpond.net.au,,81097929658,R,,,,29/04/2024,Description|Status|Comments|Workers Compensation|2022-07-31||Public Liability - Cleaning Contractor|2022-07-31|$10M|
996,PROPERTYIQ,Simply Strata ,31336.0,100000762,8200958,Z,TRAFFIC FACILITIES MAINTENANCE,Traffic Facilities Maintenance,N,DRIVEWAY MARKINGS,4/33 Heathcote Road  ,MOOREBANK,NSW,2170,02 9734 6818,0418 474 818,02 9601 4818,admin@tfmtraffic.com.au,,,R,,22/08/18 NEW-RECORD :,,28/07/2020,
996,PROPERTYIQ,Simply Strata ,186880.0,100000764,8200960,Z,ILLAWARRA SECURITY LOCK SERVIC,Illawarra Security Lock Servic,N,Screen doors,  ,,,,42852899,42852889,,,,,U,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000765,8200961,Z,STUPENDOUS GARDENS,Stupendous Gardens,N,gardens,4 Dalton Street  ,Mittagong.,,2575,0481 159 736,0481 159 736,,aaronmatthewcupitt@gmail.com,,29435882307,R,,22/08/18 NEW-RECORD :,,31/08/2018,
996,PROPERTYIQ,Simply Strata ,5159.0,100000767,,N,LOTUS BUILDING SERVICES P/L,Lotus Building Services P/L,N,Cleaning,PO Box 784  ,MOREBANK,NSW,1874,0414 222 865,,,sales@lotusbuildingservices.com.au,,79162414824,R,,06/03/23 Expired PL :,,3/08/2023,Description|Status|Comments|Workers Compensation |2023-06-30||Public Liability|2023-03-03|$10M|
996,PROPERTYIQ,Simply Strata ,1097.0,100000768,8200965,A,SUTECH PTY LTD,Sutech Pty Ltd,N,Consultant,PO Box 197  ,Spit Junction.,,2088,9949 5566,,,info@sutech.com.au,,76001216235,R,,,,30/04/2024,Description|Status|Comments|Workers Compensation|2024-06-30||Public Liability / Product Liability|2025-04-28|$20M|Professional Indemnity|2025-04-28|$2M|OHS Trades Monitor accredited|2018-09-17||
996,PROPERTYIQ,Simply Strata ,0.0,100000769,8200966,Z,STEVENS & CARLINE CONSTRUCTION,Stevens & Carline Construction,N,Builder,  ,,,,0419 484 989,0419 484 989,,stevens.carline@bigpond.com,,61144971479,R,,22/08/18 NEW-RECORD :,,18/10/2018,
996,PROPERTYIQ,Simply Strata ,3733.0,100000770,8200967,Y,NSW FIRE EXTINGUISHER SERVICES,NSW Fire Extinguisher Services,N,Fire,4/595-615 Princes Hwy  ,TEMPE,NSW,2044,02 9573 1133,,02 9573 1288,accounts@nswfire.com.au,,83099430074,R,,,,19/07/2024,"Description|Status|Comments|Public Liability|2024-07-27|$20M|Accreditation - Corporate B Member||Issued 2002|Workers Compensation|2025-06-30||Licence -Company - Builder,Electrician |2025-07-03||Licence - Individual - Builder|2025-09-29||Licence -Individual -Electrician |2026-07-24||Fire Accreditation NSW|2025-05-31||Fire Accreditation NSW|2024-07-31||Professional Indemnity|2024-07-27|$5M|"
996,PROPERTYIQ,Simply Strata ,0.0,100000771,8200968,Z,G & J TREE REMOVALS,G & J Tree Removals,N,Gardens/Trees,MARULAN  ,,,,413054514,,,glennhajdu@hotmail.com,,38958668389,U,,24/08/18 Duplicate/Similiar record in your Data :,,,
996,PROPERTYIQ,Simply Strata ,0.0,100000773,8200970,V,HTW ROOF REPAIRS,Harley Wendt,N,Roofer,6 Prunus Place  ,Bowral.,,2576,0490 040 759,0490 040 759,,htwroofing@gmail.com,,67208003714,R,,05/09/16 Expired PL :,,30/08/2018,Description|Status|Comments|NSW:OFT : Licence - Individual - Roof Plumber|19-Apr-18||Workers Compensation|Not Held||Public Liability|04-Sep-16|$5M|
996,PROPERTYIQ,Simply Strata ,31336.0,100000774,8200971,Z,JONATHON HILL PLUMBING,Jonathon Hill Plumbing,N,PLUMBER,PO BOX 562  ,BOWRAL,NSW,2576,419440170,,48614203,,,,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000775,8200972,Z,COUNTRY AND LOCAL LANDSCAPES,Country And Local Landscapes,N,Gardening,  ,,,,,408253034,,christopher@theconferenceshop.com.au,,20234325646,R,,22/08/18 NEW-RECORD :,,24/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000777,8200974,Z,BRADLEYS PEST CONTROL,Bradleys Pest Control,N,Pest Control,11 Cocos Palm Drive  ,BOMADERRY,NSW,2541,0449 655 777,,,,,44748017408,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000783,8200981,Z,TONY'S TREE CARE,Tony's Tree Care,N,Tree Lopping,28 James Road  ,MT Kembla,NSW,2526,402003331,,,,,33093074152,R,,22/08/18 NEW-RECORD :,,14/09/2018,
996,PROPERTYIQ,Simply Strata ,186880.0,100000785,8200984,Z,C.C.K. CONCRETING,C.C.K. Concreting,N,Concreter,18 Howard Street  ,New Berrima,NSW,2577,418455477,,,cckconcreting@bigpond.com,,,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000786,8200985,X,PETER HUDSON,Peter Hudson,N,Owner,The willows  ,,,,,,,,,,U,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,0.0,100000788,8200987,Z,J & M NORRIS ELECTRICAL,J & M Norris Electrical,N,Electrical,  ,Camden.,,2570,0407 956 586,0407 956 586,,johnnorriselectrical@gmail.com,,13002725457,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,0.0,100000789,8200988,N,STAINFORM - STEEL,Stainform - STEEL,N,steel boiler makers ect,10 Redbank Place  ,PICTON,NSW,2571,4677 0470,,4677 2510,accounts@stainform.com.au,,30186587963,R,,31/8/18 PL/WC req sent  No Company licence held - work Limit $5000,,31/08/2018,Description|Status|Comments|Workers Compensation|Held||Public Liability|31-Aug-17|$20M|NSW:OFT : Licence - Supervisor/Nominee/Individual -|Not Held/No Expiry Date||Licence - Company -  Not Held|Not Held||
996,PROPERTYIQ,Simply Strata ,9319.0,100000791,8200993,A,CJ DUNCAN,Cj Duncan,N,Builder,103 Underwood Road  ,HOMEBUSH BAY,NSW,2127,9763 7000,,9763 7699,info@cjduncan.com.au,,78001820515,R,,,,8/07/2024,Description|Status|Comments|Licence - Company - Builder|2026-01-18| |Workers Compensation|2024-06-30||Public Liability|2024-08-31|$20M|Licence - Supervisor - Builder|2028-03-24||Licence (other)|||Licence (other)|2026-12-02|Building Practitioner|Professional Indemnity|2024-08-31|$10m|
996,PROPERTYIQ,Simply Strata ,148595.0,100000792,8200994,Z,PROTURF,Lachie,N,Lawnmower,PO Box 743  ,MOSS VALE,NSW,2577,0423 295 999,0423 295 999,,proturf@live.com.au,,35881224401,R,,01/12/21 Expired PL :,,5/01/2022,Description|Status|Comments|Public Liability|2021-11-30|$20m|Workers Compensation|2021-09-30||
996,PROPERTYIQ,Simply Strata ,5932.0,100000793,8200995,Z,MICHAEL BENDER,Michael Bender,N,Builder,14 Broughton Street  ,BUNDANOON,NSW,2578,0428 487 245,,,mb.building1@gmail.com,,68153883946,R,,,,6/11/2023,
996,PROPERTYIQ,Simply Strata ,12034.0,100000794,8200996,Z,SHIRE GARAGE DOORS,Blake,N,Garage Door Repairs,7/13 Burns Rd  ,Heathcote,NSW,2233,9548 6160,0438 719 101,8521 6697,sales@shiregaragedoors.com.au,,15003276202,R,,,,9/07/2024,Description|Status|Comments|Public Liability / Product Liability|2024-09-30|$20M|Workers Compensation|2025-06-30||
996,PROPERTYIQ,Simply Strata ,67818.0,100000799,8201001,N,ROAD SURGEONS,Road Surgeons,N,Road Sealing,P.O. Box 88  ,BOTANY,NSW,1455,8065 8011,,,admin@roadsurgeons.com.au,,19099681740,R,,,,14/02/2024,Description|Status|Comments|Workers Compensation|2024-06-30||Public Liability / Product Liability|2024-05-31|$20M|
996,PROPERTYIQ,Simply Strata ,83340.0,100000804,8201007,Z,MAN ON THE WIRE,Man On The Wire,N,ANTENNA MAN,4/10 Coogee Street  ,RANDWICK,NSW,2031,0432 545 603,,,MANONWIRE@Y7MAIL.COM,,73139532308,R,,,,29/04/2024,Description|Status|Comments|Workers Compensation|2013-09-15||Public Liability - Antenna/Satellite Installations|2013-09-01|$10M|
996,PROPERTYIQ,Simply Strata ,198255.0,100000806,8201009,Z,WILDE AND WOOLLARD PACIFIC P/L,Wilde and Woollard Pacific P/L,N,Consultant,Level 1 815 Pacific Highway 815 Pacific Highway,Chatswood,NSW,2067,294112777,,294117645,mail@wwsydney.com,,69081162496,R,,22/08/18 NEW-RECORD :,,30/08/2018,Description|Status|Comments|Public Liability / Product Liability|2025-02-28|$20M|Professional Indemnity|2024-07-31|$10M|Workers Compensation|2025-06-30||
996,PROPERTYIQ,Simply Strata ,0.0,100000808,8201011,Z,ACTION ARBOR TREE SERVICES,Action Arbor Tree Services,N,Arborist,P.O. Box 241  ,South Hurstville,NSW,2221,95863804,416527601,,info@actionarbor.com.au,,73163810875,R,,"30/08/18 No longer trading with this ABN, new ABN 77 141 451 130",,,
996,PROPERTYIQ,Simply Strata ,7194.0,100000809,8201014,Y,PROJECT SURVEYORS,Project Surveyors,N,Surveyors,PO Box 4004  ,Macquarie Centre.,,2113,9888 3848,,9888 3875,jfrasca@projectsurveyors.com.au,,20068433974,R,,Certificate of Registration of a Business Name Sighted.,,19/07/2024,Description|Status|Comments|Public Liability|2024-09-30|$50M|Professional Indemnity|2024-09-30|$10M|Workers Compensation|2025-06-30||Licence - Individual - Registered Surveyor|2025-06-30|Land NSW|
996,PROPERTYIQ,Simply Strata ,4211.0,100000811,8201016,Z,T & S WHEELER PLUMBING,T & S Wheeler Plumbing,N,PLUMBER,P.O Box 749  ,KIAMA,NSW,2533,242331880,412420166,,,,48793151884,R,,26/02/19 PL requested 31/8/18 PL req sent ,,26/02/2019,"Description|Status|Comments|Licence - Partnership - Drainer, Gasfitter, LP Gasfitter, Plumber And Roof Plumber|2019-07-19||Licence - Individual - Drainer, Gasfitter, LP Gasfitter, Plumber And Roof Plumber|2019-06-29||Public Liability|2018-06-30|$20M|"
996,PROPERTYIQ,Simply Strata ,11970.0,100000813,8201018,Y,HORIZON COATINGS NSW,David Robertson (Aaron) ,N,Painting,PO Box 1412  ,MACQUARIE CENTRE,NSW,2113,1300 558 229,0400 052 263 (A),David,david.robertson@horizoncoatings.com.au,,64134381472,R,,,,29/04/2024,Description|Status|Comments|Public Liability / Product Liability|2025-02-04|$20M|Workers Compensation|2024-08-30||
996,PROPERTYIQ,Simply Strata ,0.0,100000817,8201024,X,CITY OF SYDNEY,City Of Sydney,N,Council,GPO BOX 1591  ,SYDNEY,NSW,2001,92659333,,92659222,council@cityofsydney.nsw.gov.au,,22636550790,R,,30/08/18 Not monitored by Trades Monitor :,,,
996,PROPERTYIQ,Simply Strata ,0.0,100000823,8201033,Z,STRIPES LAWN CARE,Stripes Lawn Care,N,Gardener,2 Colo Lane  ,Welby.,,2575,,0411 838 278,,stripeslc@gmail.com,,80043949655,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,6991.0,100000824,8201034,N,WAYNE JENKINS & ASSOCIATES,Wayne Jenkins & Associates,N,Waterproofing,  ,,,,415274712,415274712,99065877,w.j.a@bigpond.com,,52328687971,R,,24/1/22 recd email retired ,,29/04/2024,Description|Status|Comments|Licence - Individual - Waterproofing Technican; Minor Maintenance/ Cleaning (Non-Strucutural Repair Work); General Concretor Restricted to Spalling Repairs|||Public Liability ||$10M|
996,PROPERTYIQ,Simply Strata ,0.0,100000825,8201035,Z,ADVANCED IRRIGATION,Advanced Irrigation,N,Irrigation,71 Hassall Road  ,Joadja,NSW,2575,,420316459,,philevo@hinet.net.au,,97695189851,R,,22/08/18 NEW-RECORD :,,30/08/2018,
996,PROPERTYIQ,Simply Strata ,31336.0,100000828,,Z,PBL COMMUNICATIONS,Pbl Communications,N,Communications & wriring,51 Kensington Drive  ,Harrington Park,,,0419 118 339,,,pblcoms@bigpond.com.au,,,R,,04/03/22 NEW-RECORD :,,24/09/2018,
996,PROPERTYIQ,Simply Strata ,123093.0,100000829,8201043,Z,CONSOL SERVICES AUSTRALIA,Consol Services Australia,N,Communications & Wiring,51 Kensington Drive  ,HARRINGTON PARK,,,0419 118339,,,pblcoms@bigpond.com,,11137806378,R,,13/09/19 Expired PL : Cable Installation Service,,20/09/2019,Description|Status|Comments|Workers Compensation|2019-06-30||Public Liability|2019-07-31|$20M|
996,PROPERTYIQ,Simply Strata ,148575.0,100000830,8201044,Z,MINIMANNA PARTNERSHIP,Minimanna Partnership,N,Weeds,44 Centennial Drive  ,Bowral.,,2576,0427 725 235,0427 725 235,,gandjbuttenshaw@bigpond.com,,16916060061,R,,22/08/18 NEW-RECORD :,,18/03/2022,
996,PROPERTYIQ,Simply Strata ,0.0,100000831,8201046,Z,HEARTWOOD COMPANY PTY LTD,Heartwood Tree Service,N,Tree Lopping,P.O. Box 273  ,MITTAGONG,NSW,2575,0421 427 970,0421 427 970,,isaac@heartwoodtreeservice.com.au,,86626054822,R,,30/08/18 Not trading under this ABN - current ABN 75294049418,,,
996,PROPERTYIQ,Simply Strata ,139652.0,100000832,8201048,Y,ALL IN GATE MOTORS PTY LTD,All In Gate Motors,N,Auto Gate Repairs,P.O. Box  3042  ,HILL TOP,NSW,2575,0404 060 406,4811 5700,,amy@allingatemotors.com.au,,97617160693,R,,Approved for servicing only,,6/06/2024,Description|Status|Comments|Public Liability / Product Liability|2025-06-05|$20M|Workers Compensation|2025-05-31||Security Service - Master Licence|2026-06-08|MB Provide No More Than 3 Persons|
996,PROPERTYIQ,Simply Strata ,0.0,100000836,8201055,Z,CAMERON DENNIS MARSHALL,Cameron Dennis Marshall,N,Builder,21 Leopold Street  ,Mittagong.,,2575,412206851,412206851,,marshallbuilding.co@outlook.com,,34366940869,R,,22/08/18 NEW-RECORD :,,19/02/2021,
996,PROPERTYIQ,Simply Strata ,186880.0,100000839,8201058,Z,TREVOR SPRATT,Trevor Spratt,N,,  ,,,,402332955,,,trevspratt@gmail.com,,,R,,30/08/18 Trade or Service un-known :,,,
996,PROPERTYIQ,Simply Strata ,131035.0,100000841,8201060,Z,SOUTHERN HIGHLAND SIGNS,Southern Highland Signs,N,Signs,10 Loftus Street  ,BOWRAL,NSW,2576,0418 271 823,,,simon@southernhighlandsigns.com.au,,92572546454,R,,22/08/18 NEW-RECORD :,,7/03/2019,
996,PROPERTYIQ,Simply Strata ,31336.0,100000842,8201061,Z,DYLAN'S PROPERTY IMPROVEMENTS,DYLAN'S PROPERTY IMPROVEMENTS,N,Handyman,  ,,,,,,,blueguitar15@hotmail.com,,,U,,24/08/18 Insufficient Information :,,,
