AGID,SOFTVEND,SOFTREG,SPID,TMID,TMREF,OK,Name,Contact,TID,Title,Address,Suburb,State,pCode,Phone,Mobile,faX,EMAIl,ABNEntity,ABN,GST,TType,SM2TM,TMComment,LastUPD,Memos
868,MAXSOFT,magiXstrata,0,344,CITY OF BELMONT,X,CITY OF BELMONT,,N,Goverment Department,LMB 379 Cloverdale WA 6985,,,,9477 7222,,,rates@belmont.wa.gov.au,,41768752077,N,,,,,Exempt
868,MAXSOFT,magiXstrata,0,346,PERTH HOME CLEANERS,Z,PERTH HOME CLEANERS,,N,Cleaning,7 Steel Street WILLAGEE WA 6156,,,,,0420 270 260,,sales@perthhomecleaners.com.au,,51398035561,R,,,,3/02/2021,Not Monitored
868,MAXSOFT,magiXstrata,0,347,DEPENDABLE LAUNDRY SOLUTIONS,Z,DEPENDABLE LAUNDRY SOLUTIONS,,N,Appliances,1/119 Kew Street WELSHPOOL WA 6106,,,,9470 6868,,,sales@dlsmaytag.com.au,,70195761906,R,,,,3/05/2021,Not Monitored
868,MAXSOFT,magiXstrata,92760,348,CHAMPION PEST CONTROL,Y,CHAMPION PEST CONTROL,,N,Pest Control,477 Charles Street North Perth WA 6006,,,,9444 0550,,,info@championpestcontrol.com.au,,73009165600,R,,Champion Pest Control merged with Flick Anticimex Company,,5/10/2023,Yes
868,MAXSOFT,magiXstrata,0,349,HOUSPECT BUILDING INSPECTIONS,Z,HOUSPECT BUILDING INSPECTIONS,,N,Builder,PO Box 550 BALCATTA WA 6914,,,,9240 8855,,,dclark@houspectwa.com.au,,52512079812,N,,,,1/09/2022,Not Monitored
868,MAXSOFT,magiXstrata,76104,350,HFM ASSET MANAGEMENT,Z,HFM ASSET MANAGEMENT,,N,Builder,PO Box 21 OSBORNE PARK WA 6917,,,,9201 0855,,92012812,info@hfmassets.com.au,,71105493221,R,,,,16/06/2021,Not Monitored
868,MAXSOFT,magiXstrata,44482,351,IMAGE EXTRA,Y,IMAGE EXTRA,,N,Carpark Safety,PO Box 1577 OSBORNE PARK  DC WA 6916,,,,1300 366 999,0410 483 070,,info@imageextra.com.au,,34634041124,R,,,,14/05/2024,Yes
868,MAXSOFT,magiXstrata,129488,354,FJF LOCKSMITHS,Z,FJF Locksmiths,,N,Locksmith,PO Box 6343 EAST PERTH WA 6892,,,,,0412 787 595,,fjflocksmiths@gmail.com,,,R,,,,3/03/2016,Not Monitored
868,MAXSOFT,magiXstrata,0,356,FRANCIS A JONES,X,FRANCIS A JONES,,N,Accountant,PO Box 39 Fremantle WA 6959,,,,9335 5211,,,email@faj.com.au,,19843573287,R,,,,,Exempt
868,MAXSOFT,magiXstrata,0,357,STUART CRAKE,Z,STUART CRAKE,,N,PLUMBING & DRAINAGE,10 Aberle Street Hamilton Hill WA 6163,,,,0411 329 117,0411 329 117,,stuartcrake61@gmail.com,,98363375602,R,,,,19/04/2016,Not Monitored
868,MAXSOFT,magiXstrata,0,358,MAT WORLD,Z,MAT WORLD,,N,Carpet & Upholstery,19/8 Sustainable Avenue BIBRA LAKE WA 6163,,,,9434 9388,,94349866,comw@matworld.com.au,,61001526478,R,,,,12/11/2015,Not Monitored
868,MAXSOFT,magiXstrata,62777,359,STIRLING GLASS + ALUMINIUM,Z,STIRLING GLASS + ALUMINIUM,,N,Glazier,19 O'Malley Street Osborne Park WA 6017,,,,9445 2388,,,accounts@stirlingglass.com.au,,33758676494,R,,30/11/20 Expired PL : 4/12/2010 No BC Licence Held. Work Limit $20000,,25/02/2018,Not Monitored
868,MAXSOFT,magiXstrata,79575,361,SAS LOCKSMITHS,Z,SAS LOCKSMITHS,,N,Locksmith,17/663 Newcastle Street LEEDERVILLE WA 6007,,,,9227 7727,,9227 7707,sales@saslocksmiths.com,,67391343779,R,,2/10/19 Ins and Lic letter emailed 03/07/19 Expired PL : ABN = Trust,,11/03/2019,Not Monitored
868,MAXSOFT,magiXstrata,129488,364,GMR WINDOW CLEANING,Q,Gavin,,N,Electrical,PO Box 806 HILLARYS WA 6923,,,,,0439 518 525,,gmrwindowcleaning@hotmail.com,,,R,,29/4/24 Insufficient Information: No ABN,,22/02/2024,Query
868,MAXSOFT,magiXstrata,0,366,SOUTH PERTH BOWLING CLUB,X,SOUTH PERTH BOWLING CLUB,,N,Facilities,PO Box 227 SOUTH PERTH WA 6951,,,,9367 2784,,,admin@spbc.com.au,,33339054833,R,,,,,Exempt
868,MAXSOFT,magiXstrata,203377,367,SPOTLESS CLEANING,V,SPOTLESS CLEANING,,N,Cleaning,6/14 Hendra Street CLOVERDALE WA 6105,,,,,406281882,,shuihanno1@hotmail.com,,78986434699,N,,,,16/09/2024,Validating
868,MAXSOFT,magiXstrata,164384,368,CONSTRUCTION UNLIMITED WA,N,CONSTRUCTION UNLIMITED WA,,N,Roofing,56A Campbell Street RIVERVALE WA 6103,,,,,0402 432 437,,constructionunlimitedperth@gmail.com,,99640838827,R,,,,24/06/2024,No
868,MAXSOFT,magiXstrata,0,369,PERFORMANCE FLOORCOVERINGS,Z,PERFORMANCE FLOORCOVERINGS,,N,Carpet & Upholstery,129 Shaftesbury Avenue Bedford WA 6052,,,,9271 5818,,,gerryfish@bigpond.com,,93924982092,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,57670,374,FEATURE FENCING,Z,FEATURE FENCING,,N,Fencing,Unit 6/ 9 Wotton Street BAYSWATER WA 6053,,,,9272 9000,0409 680 414,92729199,feature.fencing4@bigpond.com,,86101051647,N,,03/06/19 Expired PL : 27/07/2016 NO BRB Licence Held. Work Limited $20000.,,6/04/2018,Not Monitored
868,MAXSOFT,magiXstrata,0,375,KLR LEARNING SOLUTIONS,Z,KLR LEARNING SOLUTIONS,,N,Painter,PO Box 1865 Wangara DC WA 6947,,,,,0408 268 677,,patwrobinson@optusnet.com.au,,42123200420,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,203221,376,FENCESPOT,V,FENCESPOT,,N,Fencing,6 Success Way WANGARA WA 6065,,,,9303 2025,0418 902 487,9303 2045,sales@fencespot.com.au,,71146576070,N,,,,17/06/2024,Validating
868,MAXSOFT,magiXstrata,0,377,GREENHOUSE INTERNATIONAL,Z,GREENHOUSE INTERNATIONAL,,N,Electrical,1/16 Comserv Loop Ellenbrook WA 6069,,,,,,,craig@greenhouseint.net,,32474204312,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,31336,380,WEST FACE ROOFING,Q,West Face Roofing,,N,Roofing,,,,,,0452 195 239,,jake@westfaceroofing.com.au,,,R,,29/4/24 Insufficient Information: No ABN,,28/05/2024,Query
868,MAXSOFT,magiXstrata,202506,381,KEW ELECTRICAL SERVICES,Z,KEW ELECTRICAL SERVICES,,N,Electrical,PO Box 892 Victoria Park WA 6979,,,,9472 4240,0420 268 481,,kewelectrical@gmail.com,,25167199359,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,65977,383,MAJIC FENCING & GATES,Z,MAJIC FENCING & GATES,,N,Fencing,38-40 Sussex Street Maylands WA 6051,,,,9371 7656,0488 777 314,93717677,admin@majicfencing.com.au,,,R,,,,25/11/2013,Not Monitored
868,MAXSOFT,magiXstrata,51152,384,MAXWELL ROBINSON & PHELPS,Y,MAXWELL ROBINSON & PHELPS,,N,Pest Control,8 Sarich Court OSBORNE PARK WA 6017,,,,9445 2044,,9244 2062,mrp@mrp.net.au,,48628665297,R,,ABN=Trust,,27/02/2023,Yes
868,MAXSOFT,magiXstrata,203533,385,MOORE A & Y G,V,A & Y G Moore,,N,Cleaning,3B Fuchsia Close DIANELLA WA 6059,,,,9349 5335,0439 982 181,,alanmoore@westnet.com.au,,90240766292,R,,,,25/09/2020,Validating
868,MAXSOFT,magiXstrata,0,388,STIRLING PLUMBING & GAS,Z,STIRLING PLUMBING & GAS,,N,PLUMBING & DRAINAGE,44 Grebe Street Stirling WA 6021,,,,,0415 594 267,,paul@stirlingplumbing.com.au,,99654556787,N,,,,10/08/2018,Not Monitored
868,MAXSOFT,magiXstrata,0,389,IVOR'S WEST COAST POOL CARE,Z,IVOR'S WEST COAST POOL CARE,,N,POOL & SPA,89 Sandpiper Island Retreat WANNANUP WA 6210,,,,9534 4812,0419 046 229,95342082,ivorswcpc@westnet.com.au,,80772877852,R,,,,19/09/2018,Not Monitored
868,MAXSOFT,magiXstrata,122741,390,PRECISE ELECTRICAL,Y,PRECISE ELECTRICAL,,N,Electrical,2 Burgundy Lane THE VINES WA 6069,,,,9297 1915,0400 043 527,,admin@preciseelectricalwa.com.au,,25833165743,R,,ABN=TRUST,,16/08/2022,Yes
868,MAXSOFT,magiXstrata,0,391,CITY OF GOSNELLS,X,CITY OF GOSNELLS,,N,Goverment Department,PO Box 662 Gosnells WA 6990,,,,9397 3244,,9397 3333,council@gosnells.wa.gov.au,,18374412891,R,,,,7/04/2020,Exempt
868,MAXSOFT,magiXstrata,0,394,MIRACLE SLIDING DOORS,Z,MIRACLE SLIDING DOORS,,N,Sliding Doors,51a Cale Street COMO WA 6152,,,,1300 881 526,,,support@miracleslidingdoors.com.au,,80616032654,R,,,,8/06/2019,Not Monitored
868,MAXSOFT,magiXstrata,122748,395,SUPREME SHADES,Z,Supreme Shades,,N,Shade Sails,77 Rousset Road WANNEROO WA 6065,,,,9405 4310,0400 007 235,,admin@supremeshades.com.au,,29804163894,R,,16/09/16 Expired PL : Shade Sails,,29/04/2024,Not Monitored
868,MAXSOFT,magiXstrata,122722,399,DAYTON PROPERTY MAINTENANCE,N,DAYTON PROPERTY MAINTENANCE,,N,Property Maintenance,52 Tibradden Circle ASCOT WA 6104,,,,,0408 881 009,,mark@daytonpm.com.au,,97600467829,R,,"05/11/19 email sent for WC : 19/2/16 No Handyman Lic held -Work limir $20,000",,3/07/2024,No
868,MAXSOFT,magiXstrata,169995,400,SECURITEC SECURITY,N,SECURITEC SECURITY,,N,Security,3 Anca Way HARRISDALE WA 6112,,,,9393 3400,0407 447 511,,securitec@y7mail.com,,64645505264,R,,,,30/11/2022,No
868,MAXSOFT,magiXstrata,122751,402,WILLOWTREE LAWNMOWING & GARDEN,N,WILLOWTREE LAWNMOWING & GARDEN,,N,Lawnmower,371 Metcalfe Road PARKWOOD WA 6147,,,,9354 9176,0410 933 284,,willowtree2013@hotmail.com,,54670309250,R,,02/12/22 Expired PL :,,17/09/2024,No
868,MAXSOFT,magiXstrata,0,403,EAST FREMANTLE CATHOLIC CHURCH,Z,EAST FREMANTLE CATHOLIC CHURCH,,N,,154 Canning Highway East Fremantle WA 6158,,,,,,,,,87577569544,N,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,404,SUNDRY CREDITOR,X,SUNDRY CREDITOR,,N,,,,,,,,,sundry@abc.def,,,R,,,,,Exempt
868,MAXSOFT,magiXstrata,0,405,MADDINGTON TREE SERVICE,Z,MADDINGTON TREE SERVICE,,N,Tree Lopping,187 Alcock Street MADDINGTON WA 6109,,,,,0401 737 507,,maddingtontree.serv@bigpond.com,,77136597334,R,,,,14/09/2015,Not Monitored
868,MAXSOFT,magiXstrata,0,406,V.I.P.,Z,V.I.P.,,N,Lawnmower,PO Box 129 WEMBLEY WA 6913,,,,,0414 738 353,,petercolrain@bigpond.com,,50801390225,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,408,HONAN INSURANCEGROUP,X,HONAN INSURANCEGROUP,,N,Insurance - Provider,45 Ventnor Avenue WEST PERTH WA 6005,,,,9429 8849,,94298600,remittance@honan.com.au,,67005372396,R,,,,,Exempt
868,MAXSOFT,magiXstrata,0,409,NEIL'S MOWING SERVICES,Z,NEIL'S MOWING SERVICES,,N,Lawnmower,143 Hilbert Road HILBERT WA 6112,,,,,,,neilcurrie@optusnet.com.au,,79319166003,N,,,,19/02/2014,Not Monitored
868,MAXSOFT,magiXstrata,0,410,STRATA COMMUNITY INSURANCE,X,STRATA COMMUNITY INSURANCE,,N,Insurance - Provider,PO Box Z5111 ST GEORGES TERRACE WA 6831,,,,1300 724 678,,,banking@scinsure.com.au,,72165914009,R,,,,24/01/2014,Exempt
868,MAXSOFT,magiXstrata,93552,411,CMS ENGINEERING PTY LTD,Z,CMS ENGINEERING PTY LTD,,N,Consulting Engineers,246 Stirling Street PERTH WA 6000,,,,9228 0600,,9228 0605,cmseng@cmseng.com.au,,45009409796,R,,28/10/21 PL WC Letter email sent 03/07/19 Expired PL :,,24/01/2014,Not Monitored
868,MAXSOFT,magiXstrata,203364,413,SCOTTIES'S MOWING & MORE,V,SCOTTIES'S MOWING & MORE,,N,Lawnmower,39 Sandpiper Loop YANGEBUP WA 6164,,,,,0438 304 591,,1974scottelder@gmail.com,,78745285706,N,,,,19/09/2024,Validating
868,MAXSOFT,magiXstrata,0,414,IC TELCO,Z,ICTelco,,N,Electrical,PO Box 927 Cannington WA 6987,,,,9451 9888,,,ictelco@tpg.com.au,,64226447573,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,415,M.R. MCDONALD CONSULTING,Z,M.R. MCDONALD CONSULTING,,N,Unknown,1/260 Wright Street CLOVERDALE WA 6105,,,,,,,,,84421892789,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,424,VERIS SURVEYORS,Z,VERIS SURVEYORS,,N,Surveyor,"Level 12, 3 Hasler Road OSBORNE PARK WA 6017",,,,6241 3333,,,ar@veris.com.au,,53615735727,R,,,,7/02/2022,Not Monitored
868,MAXSOFT,magiXstrata,0,425,POOLMART WHOLESALE DIRECT,Z,POOLMART WHOLESALE DIRECT,,N,POOL & SPA,2/6 Nicholson Road Cannington WA 6107,,,,9451 2933,,,poolmartwholesale@bigpond.com,,35054169989,R,,,,24/07/2021,Not Monitored
868,MAXSOFT,magiXstrata,202714,426,AQUA WINDOW CLEANING,V,AQUA WINDOW CLEANING,,N,Cleaning,63 Torwood Edge HALLS HEAD WA 6210,,,,,0451 408 212,,terrygarratt68@gmail.com,,38983181689,N,,,,8/02/2024,Validating
868,MAXSOFT,magiXstrata,0,427,MORE THAN MOWING YARD SERVICES,Z,MORE THAN MOWING YARD SERVICES,,N,Lawnmower,45 Burtonia Way Forrestfield WA 6058,,,,,0430 745 018,,morethanmowing@hotmail.com.au,,81748408955,R,,,,28/11/2019,Not Monitored
868,MAXSOFT,magiXstrata,57840,428,LIGHTHOUSE LOCKSMITH,N,LIGHTHOUSE LOCKSMITH,,N,Locksmith,Shop 4/3 South Street CANNING VALE WA 6155,,,,9455 3083,,94552308,info@lighthouselocksmiths.com.au,,28472648564,R,,14/02/19 Registration request emailed.,,30/08/2024,No
868,MAXSOFT,magiXstrata,57968,429,PROMPT GLASS,R,PROMPT GLASS,,N,Glazier,PO Box 702 APPLECROSS WA 6953,,,,9483 6039,0411 872 938,,prompt_glass@aapt.net.au,,39930577103,R,,NO BRB Licence Held. Work Limited $20000,,13/10/2023,Restricted
868,MAXSOFT,magiXstrata,0,430,STRATA TITLE CONSULT PTY LTD,X,Strata Title Consult Pty Ltd,,N,Strata Consult,PO Box 453 MAYLANDS WA 6931,,,,,0439 724 090,,shane.white@stratatitleconsult.com.au,,67825046001,N,,,,,Exempt
868,MAXSOFT,magiXstrata,122723,433,DIRTY GROUT,Z,DIRTY GROUT,,N,Cleaning,PO Box 355 Como WA 6151,,,,,0447 770 544,,info@dirtygrout.net.au,,21113275988,R,,Tile & Grout Cleaner,,21/03/2014,Not Monitored
868,MAXSOFT,magiXstrata,0,434,DURA-FENZ,Z,DURA-FENZ,,N,Fencing,PO Box 1058 Morley WA 6943,,,,9376 3900,,,enid@durafenz.com.au,,97851653852,R,,,,9/09/2015,Not Monitored
868,MAXSOFT,magiXstrata,122732,438,JACKSON ASPHALT,Y,JACKSON ASPHALT,,N,Bitumen Repairs/Resurfacing,PO Box 27 Maddington WA 6989,,,,9459 1900,,,info@jacksonasphalt.com.au,,27092977977,R,,,,21/02/2024,Yes
868,MAXSOFT,magiXstrata,129488,439,NILSEN (WA) PTY LTD,Q,NILSEN (WA) PTY LTD,,N,Electrical,12 Efficency Way Bibra Lake WA 6163,,,,9434 2311,,,NilsenWA@nilsen.com.au,,,R,,29/4/24 Insufficient Information: No ABN,,10/07/2023,Query
868,MAXSOFT,magiXstrata,0,440,TREEHOUSE GARDENING,Z,TREEHOUSE GARDENING,,N,Garden Maintenance,PO Box 1260 Bibra Lake DC WA 6965,,,,,,,mjmt1@bigpond.com,,95946428697,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,441,PERTH GRAPHICS CENTRE,Z,PERTH GRAPHICS CENTRE,,N,Signwriter,Unit 1/19 Exhibition Drive MALAGA WA 6090,,,,9248 6226,,92491799,info@pgc.com.au,,37627073080,R,,,,20/11/2018,Not Monitored
868,MAXSOFT,magiXstrata,,442,ADS AUTOMATION PTY LTD,,ADS AUTOMATION PTY LTD,,,Gate Automation,PO Box 8432 WARNBRO WA 6169,,,,9524 6575,,,accounts@adsautomation.com.au,,86116256190,R,,New Account,,13/03/2024,
868,MAXSOFT,magiXstrata,14489,443,WA ROOF RESTORATION,Z,WA ROOF RESTORATION,,N,Cleaning,,,,,,,,admin@waroofrestoration.com.au,,,R,,,,4/04/2014,Not Monitored
868,MAXSOFT,magiXstrata,,444,WOODBRIDGE PAINTING,Y,Woodbridge Painting,,N,Painter,PO Box 156 CLOVERDALE WA 6985,,,,,0488 777 256,,jo@woodbridge.net.au,,55287831321,R,,New Account,,11/01/2024,Yes
868,MAXSOFT,magiXstrata,57585,446,COTTESLOE PEST CONTROL,Z,COTTESLOE PEST CONTROL,,N,Pest Control,PO Box 745 Claremont WA 6910,,,,9384 7870,,,cottesloepestcontrol@westnet.com.au,,97854739234,R,,ABN=Trust,,9/08/2018,Not Monitored
868,MAXSOFT,magiXstrata,57707,447,GLOBAL ELEVATOR MANAGEMENT,Y,GLOBAL ELEVATOR MANAGEMENT,,N,Lift,PO Box 658 West Perth WA 6872,,,,6142 1435,0419 909 657,,global@cirus.com.au,,38105266779,R,,,,6/02/2024,Yes
868,MAXSOFT,magiXstrata,186880,448,PRESSURE FORCE,Q,Pressure Force,,N,Cleaning,Perth WA 6000,,,,0412 389 143,0412 389 143,,andrew@pressureforce.com.au,,Exempt,X,,29/4/24 Insufficient Information: No ABN,,21/02/2024,Query
868,MAXSOFT,magiXstrata,129488,450,HANDY FIXERS,Q,HANDY FIXERS,,N,General Repairs/Maintenance,20/5 Hathor Way BIBRA LAKE WA 6163,,,,451557891,,,admin@handyfixerspm.com.au,,30718327891,R,,29/4/24 Insufficient Information: No ABN,,16/05/2024,Query
868,MAXSOFT,magiXstrata,108093,451,FIRE SHIELD SERVICES,Y,FIRE SHIELD SERVICES,,N,Fire And Inspection,PO Box 1955 WANGARA WA 6947,,,,08 9303 4530,,,admin@fireshieldservices.com.au,,59152822789,R,,Not licenced for Installations and Electrical Works,,8/07/2024,Yes
868,MAXSOFT,magiXstrata,129488,453,FOUNDATION PUMP SERVICES,Z,FOUNDATION PUMP SERVICES,,N,PLUMBING & DRAINAGE,2/251 Balcatta Road Balcatta WA 6021,,,,9240 2992,,9240 2993,sales@foundationpumps.com.au,,,R,,,,8/04/2014,Not Monitored
868,MAXSOFT,magiXstrata,186880,454,KLEENIT,Z,KLEENIT,,N,Linemarking,1/524 Abernethy Road Kewdale WA 6105,,,,1800 009 775,,1800768775,admin@kleenit.com.au,,,R,,,,16/04/2014,Not Monitored
868,MAXSOFT,magiXstrata,159482,455,PELICAN LINEMARKING,Z,PELICAN LINEMARKING,,N,Linemarking,PO Box 7121 Secret Harbour WA 6173,,,,9524 7077,0401 741 196,,pelicanlinemarking@aapt.net.au,,24472871151,R,,,,27/06/2014,Not Monitored
868,MAXSOFT,magiXstrata,186880,457,DOOR INSTALLATIONS PERTH,Q,Door Installations Perth,,N,Doors,CARLISLE WA 6101,,,,,0438 709 452,,paulsalom8@gmail.com,,,R,,29/4/24 Insufficient Information: No ABN,,7/02/2023,Query
868,MAXSOFT,magiXstrata,186880,458,SOLAR REPAIRS,Z,SOLAR REPAIRS,,N,PLUMBING & DRAINAGE,PO Box 2382 Warwick WA 6024,,,,1300 368 948,0408 098 624,92408897,solarrepairs1@iinet.net.au,,,R,,,,24/04/2014,Not Monitored
868,MAXSOFT,magiXstrata,129488,460,CEILINGS.COM,Z,CEILINGS.COM,,N,Ceiling Repairs,PO Box 275 Maddington WA 6989,,,,9492 1900,,94927388,info@ceilings.com.au,,Exempt,X,,,,24/01/2018,Not Monitored
868,MAXSOFT,magiXstrata,54546,462,PERROTT PAINTING,Y,PERROTT PAINTING,,N,Painter,52 Edward Street OSBORNE PARK WA 6017,,,,9444 1200,,94441105,accounts@perrottpainting.com.au,,43121645369,R,,,,26/04/2024,Yes
868,MAXSOFT,magiXstrata,,463,ROCKINGHAM TOURISM ASSOCIATION,X,Rockingham Tourism,,N,Service Provider,19 Kent Street ROCKINGHAM WA 6168,,,,,,,ghcc@tourismrockingham.com.au,,68868963249,R,,New Account,,,Exempt
868,MAXSOFT,magiXstrata,0,464,STATE ADMINSTRATIVE TRIBUNAL,X,STATE ADMINSTRATIVE TRIBUNAL,,N,Goverment Department,GPO Box U1991 Perth WA 6845,,,,9219 3111,,,,,,N,,,,,Exempt
868,MAXSOFT,magiXstrata,186880,466,JPC PLASTERING PERTH,Z,JPC Plastering Perth,,N,Plastering,,,,,,0438 905 897,,jpcquote@gmail.com,,,R,,,,14/05/2014,Not Monitored
868,MAXSOFT,magiXstrata,122750,467,VJ ELECTRICAL,Y,VJ ELECTRICAL,,N,Electrical,21 Oban Loop BEDFORDALE WA 6112,,,,,0421 277 463,9390 0974,vjelectrical@bigpond.com,,24031835983,R,,ABN=TRUST,,14/11/2023,Yes
868,MAXSOFT,magiXstrata,57856,468,MAGIC LAWNMOWING AND GARDENING,Z,Magic Lawnmowing,,N,Lawnmower,,,,,,0415 989 355,,lawnguy1@bigpond.com,,65505199589,R,,02/12/15 Expired PL :,,21/05/2019,Not Monitored
868,MAXSOFT,magiXstrata,56404,469,CUSTOM SCREENS,Z,CUSTOM SCREENS,,N,Glazier,67 McDonald Crs Bassendean WA 6053,,,,9279 7444,,9279 7455,sales@customscreens.com.au,,79009184758,R,,24/8/23: Does not work with strata clients anymore. Declined to give information,,10/04/2017,Not Monitored
868,MAXSOFT,magiXstrata,0,470,K & L MOKRZYCKI,Z,K & L MOKRZYCKI,,N,Doors,20 Fingall Way Willetton WA 6155,,,,0413 839 532,,,scotjill@amnet.net.au,,64971749321,N,,,,11/03/2015,Not Monitored
868,MAXSOFT,magiXstrata,202558,472,POWERDRIVE ROOFING,V,POWERDRIVE ROOFING,,N,Roofing,24 Pintabona Drive Sinagra WA 6065,,,,,0421 768 842,,dean@powerdriveroofing.com.au,,27839034780,R,,,,28/01/2024,Validating
868,MAXSOFT,magiXstrata,0,474,MORGAN'S MAINTENANCE SERVICES,Z,MORGAN'S MAINTENANCE SERVICES,,N,Garden Maintenance,Unit 2 / 4 Stewart Street MANDURAH WA 6210,,,,,0411 377 430,,raymond.morgan2@bigpond.com,,27216016178,R,,,,31/08/2018,Not Monitored
868,MAXSOFT,magiXstrata,202961,475,NGOOLARK NURSERY & LANDSCAPES,Z,NGOOLARK NURSERY & LANDSCAPES,,N,Landscaping,260 Cnr Hampton & Clontarf Rds South Fremantle WA 6162,,,,,0420 703 724,,bryn.holton@gmail.com,,53710370533,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,129488,479,PERTH SOLAR HOT WATER,Z,PERTH SOLAR HOT WATER,,N,PLUMBING & DRAINAGE,,,,,1300 735 949,,,support@plumbingperth.com.au,,,R,,,,24/02/2014,Not Monitored
868,MAXSOFT,magiXstrata,0,481,THE GOOD GUYS DISCOUNT WAREHOU,Z,THE GOOD GUYS DISCOUNT WAREHOU,,N,Appliances,4/383 Scarborough Beach Road OSBORNE PARK WA 6017,,,,9202 8900,,,osbornepark@thegoodguys.com.au,,74535269412,R,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,484,POWERFLEX ELECTRICAL PTY LTD,Z,POWERFLEX ELECTRICAL PTY LTD,,N,Electrical,PO Box 307 Dianella WA 6059,,,,9355 2555,0418 294 108,9355 2655,russell@powerflex.com.au,,37104255825,R,,,,14/02/2017,Not Monitored
868,MAXSOFT,magiXstrata,0,485,GIO,X,GIO,,N,Insurance - Provider,Reply paid 3999 SYDNEY NSW 2001,,,,,,,gioservice@gio.com.au,,48005297807,R,,,,,Exempt
868,MAXSOFT,magiXstrata,202441,486,DONEWELL CONTRACTING,V,DONEWELL CONTRACTING,,N,General Repairs/Maintenance,ARMADALE WA 6110,,,,,0437 928 366,,lindsay@donewell.com.au,,16380317334,R,,,,12/09/2024,Validating
868,MAXSOFT,magiXstrata,,487,ASSURED TREE SERVICES,,ASSURED TREE SERVICES,,,Tree Lopping,PO Box 4296 MYAREE BC WA 6960,,,,9397 0436,0417 938 353,93972390,steve@assuredtrees.com.au,,20318290225,R,,New Account,,16/10/2018,
868,MAXSOFT,magiXstrata,0,489,RAWLINSONS (WA),X,RAWLINSONS (WA),,N,Insurance - Valuation,PO Box 670 BELMONT WA 6984,,,,9424 5800,,92779065,kmaxted@rawlhouse.com,,22195872957,R,,,,30/03/2021,Exempt
868,MAXSOFT,magiXstrata,0,490,JONES LANG LASALLE,X,JONES LANG LASALLE,,N,Insurance - Valuation,"Level 29, Central Park 152-158 St Georges Tce Perth WA 6000",,,,9322 511,,,corpaccrec@ap.jll.com,,56003262600,R,,,,16/03/2015,Exempt
868,MAXSOFT,magiXstrata,65977,491,MIDCITY GROUP,Z,MIDCITY GROUP,,N,Builder,PO Box 111 Belmont WA 6984,,,,9373 3333,,93733344,enquiries@midcitygroup.com.au,,Exempt,X,,,,6/07/2017,Not Monitored
868,MAXSOFT,magiXstrata,203234,493,ENDEAVOUR  FABRICATIONS,V,Endeavour Fabrications,,N,Gate Automation,2/10 Endeavour Way WANGARA WA 6065,,,,9302 4693,0412 386 418,9302 4092,efab@live.com.au,,71628967568,R,,,,21/02/2024,Validating
868,MAXSOFT,magiXstrata,203481,494,KLINGERS GARDENING,Z,KLINGERS GARDENING,,N,Garden Maintenance,1/8 Arnott Court Kelmscott WA 6111,,,,,,,,,88277353988,N,,,,,Not Monitored
868,MAXSOFT,magiXstrata,0,496,THATCH BUSTERS,Z,THATCH BUSTERS,,N,Lawn Care,PO Box 353 Greenwood WA 6024,,,,,0418 198 148,,scott@thatchbusters.net.au,,43560310649,R,,,,23/09/2015,Not Monitored
868,MAXSOFT,magiXstrata,203260,497,LOCKDOC LOCKSMITHS,V,LOCKDOC LOCKSMITHS,,N,Locksmith,5 Cedar Place Beechboro WA 6063,,,,9377 5543,0412 355 690,,lockdocmike@hotmail.com,,74187495113,R,,,,9/01/2023,Validating
868,MAXSOFT,magiXstrata,138800,500,SWAN FENCING,Z,SWAN FENCING,,N,Fencing,PO Box 3663 Beeliar WA 6164,,,,0408 913 378,0408 913 378,,swanfencing@hotmail.com,,39664961023,R,,"12/03/19 Received WC.Sent email req PL. 27/02/19 PL exp 21/09/18.Sent email req PL. 5/12/18 PL Letter emailed 26/09/18 Expired PL : 10/5/17 no licences held, restricted to a work limit of $20,000 per job",,3/05/2022,Not Monitored
868,MAXSOFT,magiXstrata,203104,501,FOCUS FENCING,V,FOCUS FENCING,,N,Fencing,,,,,,0424 101 026,,focus.fencing@yahoo.com,,61779969295,R,,,,8/04/2024,Validating
868,MAXSOFT,magiXstrata,,502,AIR ROOFING CO,,AIR ROOFING CO,,,Roofing,3 Benporath Street BURSWOOD WA 6100,,,,08 9361 6088,,,accounts@airroofing.com,,32127822780,R,,New Account,,25/04/2024,
